Bank Name,Bank ID,Account Number,Entity ID,Entity Name
National Bank of Philadelphia,1231,80020A680,8012E61B0,Sole Proprietorship #296
France Bank #24,13590,801A04A00,800928300,Sole Proprietorship #28049
National Bank of Billings,531,8016BC880,8000E4B60,Corporation #3456
Brazil Bank #118,251990,81336EA10,801218E00,Corporation #48400
Canada Bank #14,136474,80E584C10,8010E76F0,Sole Proprietorship #45839
Bank of Arkadelphia,15786,8173C1410,801245F90,Corporation #10029
Flagstone Federal Bank,16263,8079D0290,800360160,Sole Proprietorship #11317
Bank of Newbury,31502,800B74620,80138CA40,Corporation #4946
France Bank #502,18076,807098F20,800A8C580,Sole Proprietorship #31018
Savings Bank of Madison,11,80032C4A0,800827AF0,Corporation #29201
China Bank #86,210824,805190530,800E170B0,Partnership #38581
France Bank #1772,19296,817C77130,800996780,Corporation #29557
Italy Bank #529,15516,8084C8F30,800A5B6A0,Sole Proprietorship #27488
Bank of Lacrosse,18081,803B991B0,801392810,Sole Proprietorship #6390
India Bank #128,226871,80A21DAB0,800FD7830,Sole Proprietorship #56428
Regents Federal Bank,215571,80A77C8B0,8004B5B00,Sole Proprietorship #14025
India Bank #36,119699,8093B08C0,800EF3B20,Corporation #43513
Savings Bank of Columbus,22364,801A16F40,80136AAA0,Corporation #3814
Savings Bank of Augusta,214342,817786240,80046C800,Sole Proprietorship #53086
Slovakia Bank #45,1776,80059B950,800B02420,Corporation #33913
Germany Bank #315,6586,805AE1C50,800C4A2F0,Corporation #27978
Bank of Topeka,25259,8131394D0,801256E90,Sole Proprietorship #20777
Oak Savings Bank,23410,801B77850,8013F2A20,Partnership #4032
Italy Bank #575,17289,806EB05D0,800B29F80,Sole Proprietorship #60660
National Bank of Denver,111913,806E855D0,800424200,Partnership #10015
National Bank of Seattle,224,8005AB150,80008A400,Corporation #702
Mexico Bank #4,19,8000AC8E0,80111EEE0,Partnership #45740
Slovakia Bank #4,14,8002AC660,80081A9E0,Sole Proprietorship #27187
Heath Bancorp,322169,80B0FFDF0,80152E8B0,Corporation #16656
Brazil Bank #1,49014,8122D7A70,801452080,Sole Proprietorship #4586
Crytpo Bank #8,118,81962FA71,8015B10D0,Partnership #953
First Bank of the West,13210,803EB0C70,80025F4C0,Corporation #50043
France Bank #81,3460,80B2C0380,800CB2E90,Corporation #29451
France Bank #24,13590,80AF84A80,800855600,Sole Proprietorship #27409
First Bank of Houston,14408,8023EE580,80142C4A0,Sole Proprietorship #4920
Savings Bank of Newport,4894,805D34E80,8002F0200,Corporation #8647
National Bank of Newport,232406,813E72A90,8011FAE90,Sole Proprietorship #7819
France Bank #71,27436,810CF5791,80083FC00,Partnership #27022
Israel Bank #149,259592,81611C590,80138D8A0,Corporation #4331
France Bank #71,27436,810CF5790,800A73CE0,Corporation #53278
Bank of Philadelphia,1217,80F80A110,80009ED60,Partnership #18121
Japan Bank #52,29640,8045325A0,800E54A60,Corporation #42422
National Bank of the West,215187,8070E8820,80049AE40,Sole Proprietorship #68341
Savings Bank of Miami,11701,802441B20,80017D3E0,Partnership #65216
Bank of Philadelphia,1217,80740A120,80009CFC0,Sole Proprietorship #66645
National Bank of Portland,14648,806AE5DB0,801168240,Sole Proprietorship #529
Israel Bank #6,257858,815A560B0,8013605A0,Partnership #1921
Bank of Lacrosse,220916,80DB5BBB0,800592060,Partnership #60407
Saudi Arabia Bank #20,63779,817FE5040,8013AEEE0,Sole Proprietorship #49939
Russia Bank #22,285,80B524F40,801008270,Corporation #45232
Italy Bank #553,122416,80B8DD9C0,800B90E60,Corporation #33985
Savings Bank of Madison,11,8129AC450,801093480,Sole Proprietorship #48001
Mexico Bank #37,245768,810EAC5D0,8011EEB90,Corporation #4712
Mountain Bancorp,12204,806BD17D0,8001C7C20,Corporation #10089
Slovakia Bank #4,14,8153AC6E0,801322A30,Corporation #20073
Oasis Community Bank,229026,8123D90F0,801296740,Corporation #15623
Crytpo Bank #8,118,8197AFAF1,8015B10D0,Partnership #953
Crytpo Bank #14,69314,819E5A301,800773900,Partnership #50310
Germany Bank #3,23726,801D49500,801545330,Partnership #8807
National Bank of Albany,2175,8016EFD90,8001D2DC0,Sole Proprietorship #61156
Japan Bank #46,23,80452C9A0,800E501D0,Sole Proprietorship #40431
Portugal Bank #122,22264,80219BE20,80090ABE0,Sole Proprietorship #28636
Italy Bank #127,1720,816919E20,800888C20,Partnership #35615
China Bank #44,112646,80506C130,800D406E0,Sole Proprietorship #20255
Savings Bank of Springfield,2860,807875430,8000FA680,Partnership #53488
Brazil Bank #0,149108,812C1F840,80125A370,Partnership #47941
Italy Bank #529,15516,802048C50,800A39F00,Partnership #27227
Savings Bank of Seattle,28102,803BC2150,80155C830,Corporation #24
France Bank #24,13590,801804950,800927CA0,Corporation #58342
Crytpo Bank #123,274940,81BC23C61,8015B10D0,Partnership #953
Netherlands Bank #594,134852,8103DA060,800BA6BE0,Sole Proprietorship #32163
National Bank of Newbury,122967,8106AE9E0,800D8E510,Sole Proprietorship #19266
Italy Bank #134,15400,80384D660,8009B0600,Corporation #30859
Japan Bank #46,23,80B4AC910,80101FEF0,Corporation #45222
China Bank #5,15,80342C510,800CDB470,Sole Proprietorship #37204
National Bank of Denver,28958,808224D90,8003D57E0,Corporation #12013
First Bank of Danbury,28168,8089DC690,8003A3E20,Partnership #54866
Savings Bank of Madison,11,801E2C720,80141B9E0,Sole Proprietorship #4392
Bank of Huron,135982,8179355A0,8006DB1E0,Sole Proprietorship #55827
Germany Bank #34,423,8004A1130,80083EEE0,Corporation #28340
The Pine Bancorp,238352,80EEB4AB0,80070FE00,Partnership #62148
First Bank of Omaha,31730,80CD73BB0,80068BF40,Partnership #15911
Plandor Community Bank,1394,800507BB0,8000C2600,Corporation #49977
Crytpo Bank #897,374535,81BC94141,8006130A0,Sole Proprietorship #51016
Germany Bank #297,123496,80B0BF6C0,8008676E0,Sole Proprietorship #32102
Australia Bank #26,40989,80F52CC40,8011479A0,Partnership #45819
France Bank #172,14003,802E19B40,800940300,Sole Proprietorship #29487
Oak Savings Bank,23410,801B77BC0,80028FF20,Partnership #4024
Israel Bank #6,257858,8159D63D0,801360240,Sole Proprietorship #6904
Spain Bank #12,21876,800D078D0,8008D6140,Sole Proprietorship #27498
Savings Bank of Miami,6809,802AF8E50,800375F20,Corporation #20448
China Bank #13,29844,803F088E0,800D90FF0,Partnership #37822
National Bank of Billings,531,8008BCB60,8000E1CE0,Corporation #1268
Desert Savings Bank,21393,800BB0A70,80014CEA0,Corporation #1802
Flagstone Federal Bank,16263,80A950080,801388A40,Corporation #9391
First Bank of Danbury,20,80A62C900,8013EAD80,Corporation #17796
First Bank of Helena,114721,8071AD380,80143D340,Partnership #5041
Crytpo Bank #46,71172,81AC9C111,8015B10D0,Partnership #953
National Bank of Albany,136360,811709710,8012D5470,Sole Proprietorship #11866
First Bank of Danbury,20,80EDAC910,8012CB7D0,Sole Proprietorship #18132
Savings Bank of New Orleans,126883,80DBD1290,801545930,Sole Proprietorship #7109
Slovakia Bank #170,5294,805B89410,8009AB300,Sole Proprietorship #30506
Mexico Bank #97,46633,81129D7A0,801201DC0,Sole Proprietorship #47823
India Bank #35,119732,809431930,800EF3B20,Corporation #43513
Japan Bank #40,4,80642C140,800E656C0,Partnership #40179
Bank of Indianapolis,8488,803EA5740,8003A6E40,Corporation #6443
Bank of Augusta,24216,805D58F40,8002D0B80,Sole Proprietorship #8559
National Bank of Miami,28625,807F52BD0,8013AF360,Partnership #1317
India Bank #116,224699,8093C1ED0,800F9E170,Sole Proprietorship #42266
Savings Bank of New York,223057,817296BD0,8005CFAC0,Sole Proprietorship #54470
Italy Bank #962,141259,814C126E0,800C5CB70,Partnership #56705
Germany Bank #40,5724,80AC9ED60,8009F5AE0,Sole Proprietorship #32218
Willows Community Bank,22595,80726E2E0,80022E820,Partnership #19974
Saudi Arabia Bank #242,66761,818F8A7F0,8013AEEE0,Sole Proprietorship #49939
France Bank #310,25304,80853AF70,800BC0A70,Sole Proprietorship #20857
Brazil Bank #39,148698,811D8AE70,80122B510,Partnership #47338
India Bank #57,26203,809C9EEF0,800FC78D0,Sole Proprietorship #42757
Saudi Arabia Bank #49,65300,8180D4980,801433080,Partnership #921
Savings Bank of Helena,25242,804C38E80,800310480,Partnership #7244
Crytpo Bank #66,70874,81AC8AE91,800700CC0,Sole Proprietorship #55344
Savings Bank of Springfield,2860,800BF5590,8012CD030,Corporation #1859
Brazil Bank #20,248739,808F71210,80124F950,Partnership #47518
China Bank #17,7082,8036F1690,800D308A0,Corporation #39835
Belgium Bank #37,12055,8014D4810,8008DFB20,Partnership #55387
The Pine Community Bank,119973,80CE89110,800563BA0,Corporation #51524
First Bank of Huron,2692,802B78190,800233B20,Sole Proprietorship #5380
National Bank of Lincoln,22435,801B91220,80139B9F0,Partnership #4040
Saudi Arabia Bank #187,165362,818003AB0,801B982A0,Partnership #23592
Mexico Bank #18,1135,810E8F430,8011DC950,Corporation #18770
Savings Bank of Providence,143280,810451BB0,800749B00,Sole Proprietorship #57084
Flagstone Trust Bank,6314,80AF696B0,800365940,Sole Proprietorship #14457
Germany Bank #2100,225265,814553B50,800C9F770,Partnership #34961
Brazil Bank #16,210,811E2AAD0,801218740,Sole Proprietorship #48007
Mountain Bancorp,12204,801D515D0,8001C5BE0,Sole Proprietorship #16800
China Bank #76,19931,803AC2E60,800E37650,Sole Proprietorship #37492
Crytpo Bank #83,169335,819707871,8000B8B60,Sole Proprietorship #55343
India Bank #36,119699,809BB0A70,800FDE0B0,Corporation #43984
Mexico Bank #24,245729,8110D3370,8011EABF0,Partnership #47124
India Bank #85,72,8089AE7F0,800F15630,Sole Proprietorship #41863
Spain Bank #31,43642,8163FFEF0,800C671F0,Sole Proprietorship #27268
National Bank of Seattle,224,8017AB3F0,80008E060,Partnership #3743
Canada Bank #37,136606,80D800B01,8004E4440,Corporation #54884
France Bank #136,6971,8069F5980,8009F4940,Partnership #30272
Mexico Bank #17,113,8153AFC80,80132D110,Sole Proprietorship #49334
Canada Bank #37,136606,80D800B00,8010F2510,Corporation #56888
Crytpo Bank #18,170727,81AD7B791,8001A7780,Sole Proprietorship #51014
India Bank #68,24816,8098ABC10,800F99FF0,Sole Proprietorship #42503
Slovakia Bank #4,14,8001AC310,800819780,Sole Proprietorship #27605
Fieldstone Federal Bank,15331,807573590,800306BA0,Partnership #10666
Switzerland Bank #7,112,813A2FC20,8012BEDB0,Corporation #6671
Australia Bank #34,41019,80F52D9A0,80114CD00,Partnership #67906
Australia Bank #0,212,8000AAE20,801132780,Partnership #45865
Willows Community Bank,42838,817916F20,8007456A0,Sole Proprietorship #24351
First Bank of Danbury,20,8055ACE20,800051170,Sole Proprietorship #12698
Crytpo Bank #25,169500,81A21CA31,80023D4A0,Partnership #51899
China Bank #117,9530,803C05930,800E3DC90,Partnership #25830
Regents Federal Bank,215571,806D7CDB0,8004B4C00,Sole Proprietorship #10119
Netherlands Bank #484,230412,80B90C240,8008E5B80,Partnership #67191
Israel Bank #20,157937,81586BCC0,801347B20,Sole Proprietorship #10365
Australia Bank #57,243063,810587FC0,8011B2D40,Partnership #17817
France Bank #7,1595,80219D9C0,80086E8A0,Sole Proprietorship #28639
Desert Bank,5621,80C603EC0,800337E60,Corporation #58075
National Bank of Helena,13474,804209540,80027F480,Corporation #53885
Spain Bank #1085,28560,8164D0C50,800B94720,Partnership #34430
Japan Bank #89,120838,8081EC750,800EE39B0,Sole Proprietorship #8644
France Bank #26,17353,80ACB20D0,800A65820,Corporation #33498
Saudi Arabia Bank #6,163233,8172C14E0,8013D2060,Corporation #11460
First Bank of Philadelphia,19229,809D74AE0,8003DF540,Partnership #64555
Bank of Arkadelphia,15786,812F41160,80034D120,Partnership #10301
Germany Bank #315,6586,803661970,800A588E0,Corporation #30266
Italy Bank #1377,219011,8102905F0,800B5ACE0,Corporation #35364
First Bank of the South,1120,80080F470,800118700,Partnership #10546
Germany Bank #6653,34211,803F01500,800C6D170,Partnership #69972
Mountain Bancorp,22432,80E911490,8012E52B0,Sole Proprietorship #15414
Israel Bank #32,59115,815B1B110,801375880,Corporation #18961
Switzerland Bank #7,112,8158AFC90,8013295A0,Corporation #23371
India Bank #58,23809,809944410,800F6DB90,Partnership #42070
Germany Bank #40,5724,80AE9EA90,8009F5C00,Corporation #33580
Fieldstone Federal Bank,15331,803D73510,800305460,Corporation #6388
Germany Bank #7944,34892,806E6E2A0,80087F380,Corporation #50602
Spain Bank #1020,26616,8187938A0,800A3B2E0,Corporation #36680
France Bank #3078,48019,8145F0D20,800BF15D0,Sole Proprietorship #33986
Arbor Bank,122779,80A450930,801282C20,Corporation #22441
First Bank of Bridgeport,5687,80281DF30,800EC1080,Corporation #14969
Sea Cooperative Bank,47532,8136E12B0,800776640,Corporation #24282
National Bank of Seattle,224,80012B4B0,800088120,Sole Proprietorship #102
Israel Bank #9,115,815C2FD40,8011C5BB0,Sole Proprietorship #49304
Mexico Bank #37,245768,81142C0C0,801201800,Corporation #48226
Belgium Bank #59,25384,811D350C0,8009E03A0,Corporation #36217
National Bank of Lincoln,1439,800A00B40,800153BE0,Sole Proprietorship #1678
France Bank #137,27737,80824E850,800C5AB70,Sole Proprietorship #34112
Saudi Arabia Bank #3,217,81732A850,8013B05C0,Sole Proprietorship #25291
National Bank of Newport,14595,80A6E4560,801438E20,Sole Proprietorship #12585
UK Bank #113,333636,815C166F0,801089BE0,Corporation #46114
Netherlands Bank #236,7058,80B170DF0,800B8E260,Partnership #31937
Bank of Arkadelphia,219368,81446B0F0,8014C0790,Sole Proprietorship #3430
First Bank of Los Angeles,210472,803E9D0F0,8012D2FB0,Corporation #6434
Saudi Arabia Bank #4,216,8173AA8F0,8013A8260,Corporation #5595
Portugal Bank #122,22264,80159B8F0,800908D20,Partnership #67660
Bank of Milford,2545,80C2E3C70,80021B0E0,Sole Proprietorship #51315
Flagstone Thrift,238219,8116B8080,80150E390,Corporation #20584
Saudi Arabia Bank #2,163897,817E2D980,80140CC80,Sole Proprietorship #50321
Bank of Lincoln,243246,819B9D210,801316140,Sole Proprietorship #11839
Germany Bank #141,12202,8043D1020,8008EB360,Partnership #29641
Germany Bank #4204,172057,81BD2C9C0,800AD3C40,Partnership #30602
Saudi Arabia Bank #187,165362,818583C40,801436400,Sole Proprietorship #2108
Slovakia Bank #4,14,80022C240,800819C00,Partnership #56487
National Bank of Omaha,121007,8119E92C0,800586DC0,Partnership #19503
Israel Bank #20,157937,81536BDD0,801B8D4F0,Partnership #23467
Savings Bank of Madison,11,80732C0D0,8000784B0,Sole Proprietorship #51255
Saudi Arabia Bank #24,63834,819466860,8013AEEE0,Sole Proprietorship #49939
Spruce Federal Bank,262530,8189A0460,800DA0130,Sole Proprietorship #22266
Australia Bank #30,41126,80F629660,801156E20,Corporation #47450
National Bank of Laramie,13125,8021367E0,80024C6E0,Corporation #4415
Italy Bank #63,5436,809E05B70,800B1AB20,Corporation #32395
Italy Bank #47,2557,8025E3BF0,80091B8A0,Sole Proprietorship #28931
Flagstone Thrift,11265,800B4C5F0,800133040,Sole Proprietorship #14430
China Bank #88,26,808F2C880,800F10BA0,Corporation #68469
Savings Bank of Newport,4894,804234A80,8002EF960,Corporation #6678
Savings Bank of Detroit,394,800220080,8000CB200,Sole Proprietorship #325
Portugal Bank #6761,318655,818BC9A10,800B72C80,Corporation #69840
Italy Bank #75,27387,81517B810,800BCA6F0,Partnership #35361
China Bank #30,110682,804A2E8A0,800E3BC50,Corporation #73513
Japan Bank #1091,313666,8059E64A0,800EE5850,Partnership #62635
Israel Bank #149,259592,815F9C1A0,801327620,Corporation #49106
Saudi Arabia Bank #13,264152,817D129A0,8014235E0,Corporation #3228
Flagstone Savings Bank,219782,80AF786A0,80056C180,Partnership #14210
Heath Savings Bank,23760,8071CADA0,8002C5FE0,Partnership #10274
Mountain Bancorp,12204,806AD13B0,8001C7BC0,Partnership #9670
First Bank of Danbury,21939,808201C30,8001BB3A0,Sole Proprietorship #67208
Japan Bank #39,29592,8052309C0,800ED6510,Corporation #43042
India Bank #41,23539,808C73C40,800F014C0,Corporation #43486
Bank of Augusta,24216,8054589C0,80153CAD0,Corporation #7853
Canada Bank #43,136009,80E436140,8010C8B40,Corporation #59694
Bank of Danbury,43863,815AF6E50,801201B80,Partnership #2926
Japan Bank #42,18,817E2CCD0,8013C6100,Partnership #981
Mountain Bancorp,28393,8046DB150,8003ABB40,Corporation #51355
Germany Bank #66,229425,816EADD60,800AA27E0,Sole Proprietorship #30198
China Bank #568,13856,81081D5E0,800E2F2B0,Sole Proprietorship #39933
China Bank #42,692,802FB9FE0,800D063C0,Corporation #39659
Japan Bank #7,19856,8059C0DF0,800E5C670,Sole Proprietorship #40475
Brazil Bank #13,149034,81261D0F0,80124D3B0,Sole Proprietorship #322
Spain Bank #9,12386,802FAF4F0,800903600,Partnership #65998
Belgium Bank #21,425,801821280,80084D000,Partnership #27926
Fieldstone Federal Bank,15331,801E73790,80151EC90,Partnership #3425
Sea Bank,11495,804D4B590,800167480,Partnership #69349
Netherlands Bank #6834,316496,81400EE20,800B27920,Corporation #33246
Germany Bank #1096,116299,81A79E3A0,800A357A0,Sole Proprietorship #33102
Bank of Lacrosse,18081,8070196A0,801465A20,Partnership #10100
Germany Bank #272,17102,8075BA120,800B26FC0,Partnership #66001
Australia Bank #41,41348,80F620430,80117B9C0,Corporation #47181
Germany Bank #34,423,8149A15B0,800847D00,Partnership #29882
Capital Trust Bank,1110,81528ED40,8011FF890,Corporation #17562
Desert Savings Bank,331240,8192C3260,800DF3330,Corporation #10328
Bank of Huron,33296,81AE3CE60,8012A6600,Partnership #9098
National Bank of Portsmouth,327132,80F5C2860,801244250,Corporation #18959
Switzerland Bank #21,253379,813E427E0,8012E6330,Sole Proprietorship #49040
Australia Bank #113,141846,80F4FCD60,80117F420,Sole Proprietorship #7966
France Bank #137,27737,80304EAE0,800A7E6C0,Partnership #70659
Oak Bancorp,320977,818B82EF0,8014515A0,Partnership #6360
Israel Bank #26,157900,8159EA070,801343BA0,Partnership #9448
India Bank #3,24713,80EBA82F0,800F990D0,Sole Proprietorship #43649
Spain Bank #2174,231302,819810580,800C0AF30,Sole Proprietorship #57432
Netherlands Bank #49,12274,800D53F80,8008EF3A0,Sole Proprietorship #27535
Bank of Dallas,28644,80B5D3480,80064CF00,Corporation #55327
First Bank of Milford,217717,81383FC00,8005028C0,Sole Proprietorship #21145
National Bank of Montpelier,13395,80388EF00,800272420,Corporation #4186
First Bank of Danbury,20,80F3ACC80,800053750,Corporation #71618
UK Bank #1,133372,80C66B890,8010908C0,Corporation #45697
National Bank of Columbus,12,800A2C090,801423940,Partnership #1623
Saudi Arabia Bank #20,63779,8187E5710,8013F88C0,Partnership #70784
Italy Bank #3134,147153,8141DAE10,800C7DA50,Corporation #53322
Bank of Lincoln,29264,80D7BEE90,800658280,Corporation #17424
Capital Trust Bank,1110,80438ED90,800114540,Partnership #6696
Bank of Indianapolis,11046,8008F5590,8000FE420,Sole Proprietorship #1467
Israel Bank #23,157948,815C6B8A0,801327620,Corporation #49106
Crytpo Bank #18,170727,81A37B531,800705280,Partnership #61107
Slovakia Bank #4,14,801D2C1B0,8008C3AE0,Corporation #38514
Bank of Phoenix,22547,8123ECF30,8012737A0,Partnership #8548
Germany Bank #67,16293,805F51430,800A253C0,Sole Proprietorship #18957
First Bank of Lincoln,24633,803EADA30,8002E5060,Corporation #6447
Sea Savings Bank,11968,80945A6B0,8001AD380,Corporation #13104
Australia Bank #788,344455,810220540,8011C55F0,Partnership #61043
National Bank of Detroit,246655,812037940,8013372C0,Corporation #20753
Desert Bank,5621,802A83C40,8013F8AA0,Sole Proprietorship #2783
Saudi Arabia Bank #57,66930,818807FC0,801452CA0,Partnership #18337
Netherlands Bank #49,12274,800D53FD0,8008EF220,Corporation #28617
Arbor Community Bank,21414,8011B15E0,800FEC8D0,Sole Proprietorship #260
Mexico Bank #10,13,805AAC060,800E54A60,Corporation #42422
Germany Bank #50,1126,800F8F5E0,8008C8EA0,Sole Proprietorship #16330
Saudi Arabia Bank #4,216,8173AAAE0,8013A82C0,Partnership #20804
China Bank #78,26922,8059653E0,800D3A0A0,Sole Proprietorship #58699
Plandor Community Bank,1394,800607FE0,8000C2D20,Corporation #2626
Plandor Bancorp,345319,81A78B570,8014422C0,Partnership #20129
Crytpo Bank #71,270575,81A2AB171,8015B10D0,Partnership #953
Bank of Philadelphia,1217,812D8A780,80156D700,Sole Proprietorship #65325
Israel Bank #21,58138,8159B4A00,801327620,Corporation #49106
Portugal Bank #42,24029,802FC2980,800962780,Sole Proprietorship #33711
Switzerland Bank #16,219,81952AA91,80023D4A0,Partnership #51899
Germany Bank #34,423,8002A1490,800ADACA0,Partnership #20443
Plateau Credit Union,3202,8014C8610,800264820,Partnership #3474
Willows Community Bank,22595,803EEE690,80022D560,Corporation #6488
Israel Bank #15,57466,81522FA20,80132C2D0,Sole Proprietorship #49291
Belgium Bank #37,12055,8029D4CA0,8008684C0,Corporation #35607
First Bank of Fairfield,218072,8072B2B20,800516FE0,Partnership #10347
Canada Bank #28,17,80D42CFB0,8010A7B60,Corporation #59689
Portugal Bank #122,22264,811A1BB30,80090F7A0,Sole Proprietorship #34419
Spain Bank #9,12386,80592F630,800904440,Sole Proprietorship #70975
Savings Bank of the Valley,18656,809F6B740,8003B2700,Corporation #69645
Israel Bank #9,115,8171AFED0,8013B7670,Partnership #2545
Saudi Arabia Bank #4,216,8174AAB50,8013A87A0,Sole Proprietorship #50538
Savings Bank of Madison,11,800FAC2D0,800074610,Partnership #2537
Croatia Bank #20,5981,8079969E0,80099FDA0,Corporation #32046
Spain Bank #14,1835,8006952F0,800A045A0,Corporation #31579
Bank of Detroit,15640,802344B70,801372A20,Corporation #4589
Saudi Arabia Bank #12,63940,817A62570,801401180,Sole Proprietorship #10405
India Bank #43,19414,8087F2C70,800F26B50,Partnership #63458
National Bank of New York,31635,81C0F0EF0,800687CE0,Sole Proprietorship #27067
India Bank #30,19413,808A72D00,800F21B50,Sole Proprietorship #8866
First Bank of New York,342305,818865710,800B583E0,Partnership #14540
Bank of Seattle,15680,808F46790,801546710,Sole Proprietorship #1463
India Bank #26,5,8073AC510,800F073C0,Partnership #41179
China Bank #66,29900,803B0A190,800E23590,Corporation #40050
Bank of Seattle,15355,805CF3A10,8008D8720,Sole Proprietorship #6582
National Bank of Pittsburgh,31373,811078110,800684BA0,Partnership #19148
Germany Bank #315,6586,8071E1AA0,800B7DCE0,Corporation #30476
Mountain Bancorp,35815,80EA73420,800E8B1C0,Partnership #17575
Israel Bank #29,158053,816067520,80135A680,Partnership #67402
Bank of Huron,135982,814BB50A0,8006DAD00,Sole Proprietorship #22161
Bank of Augusta,19325,8113F7920,800552020,Sole Proprietorship #71222
Sea Bancorp,3718,8025D84B0,8002BEB80,Corporation #4826
Slovakia Bank #4,14,810DAC0C0,8011CAB00,Corporation #20351
The Pine Community Bank,119973,80B109550,8012E7790,Partnership #48259
Switzerland Bank #0,211,81362AE50,8012AA490,Corporation #19933
Australia Bank #0,212,8000AADD0,801132900,Sole Proprietorship #46318
Russia Bank #22,285,80BDA4950,801023A30,Partnership #43701
Japan Bank #40,4,8081AC5E0,800E67DC0,Corporation #51070
Finland Bank #82,215505,807DE2F60,800B0E2C0,Partnership #71825
Savings Bank of Sacramento,21566,80738D8F0,8011B5E60,Corporation #10733
Australia Bank #54,142231,80F970C70,8011985C0,Partnership #64249
Spain Bank #9,12386,8010AF900,800A0FD40,Partnership #26888
National Bank of Seattle,224,8004AB800,800E75E00,Corporation #2475
UK Bank #3,24,80C4AC400,801052750,Sole Proprietorship #18130
Savings Bank of Tampa,225759,81A9A2790,800F15390,Corporation #21724
India Bank #125,139656,80E820C10,800FB7D90,Corporation #44227
First Bank of Bridgeport,128098,80FF8F910,801428E80,Partnership #18420
National Bank of Watertown,23571,8021CC190,8002ACAC0,Partnership #4538
Desert Bancorp,22031,80761CF90,8001C1600,Partnership #10769
Switzerland Bank #36,155119,814FC3FA0,801308260,Corporation #49089
India Bank #634,326084,809C62A20,800FF8A00,Corporation #44881
Switzerland Bank #7,112,8152AF020,801327620,Corporation #49106
India Bank #30,19413,808E722A0,800F22F90,Sole Proprietorship #41967
Canada Bank #43,136009,80E0B6CB0,801115A50,Sole Proprietorship #45118
Australia Bank #80,241204,8100DD230,8011747E0,Corporation #47582
Netherlands Bank #49,12274,800ED3130,8008EFCA0,Partnership #28222
Netherlands Bank #897,34270,805F82740,800CD91B0,Sole Proprietorship #72479
Japan Bank #197,315913,80623CCC0,800EF1470,Partnership #41062
Flagstone Federal Bank,5572,803182A40,80127BAE0,Corporation #7055
Switzerland Bank #28,152768,81358A840,8012F4530,Corporation #48852
Germany Bank #23,11437,800FC9ED0,800C4B2D0,Corporation #35600
Australia Bank #0,212,80F02A250,801133920,Partnership #65640
Saudi Arabia Bank #3,217,81952A4E1,8000FBB80,Corporation #49952
First Bank of Philadelphia,19229,80D3746E0,8003E0440,Partnership #69791
Japan Bank #60,119073,8157258F0,800E50950,Corporation #42538
National Bank of Billings,531,8019BC1F0,801001B80,Sole Proprietorship #5894
Brazil Bank #17,214,81972A381,8003EB480,Sole Proprietorship #51017
Saudi Arabia Bank #66,67606,81946C390,801B982A0,Partnership #23592
Mexico Bank #10,13,8063ACE10,800E5F430,Sole Proprietorship #69987
Baltech Cooperative Bank,18665,819EEBC10,800539BC0,Corporation #26757
Israel Bank #15,57466,8158AF5A0,801339000,Partnership #49022
Canada Bank #37,136606,80D9007A0,8010F3470,Sole Proprietorship #45735
Finland Bank #82,215505,8077E2020,800B0E020,Partnership #30705
Dawn Savings Bank,210700,804E94EA0,800406540,Corporation #7621
Germany Bank #1838,223762,80BBFC1B0,800CB8D90,Partnership #55589
India Bank #70,123824,809FB10B0,800F62370,Sole Proprietorship #42897
National Bank of Albany,1638,800B9FBB0,800173940,Sole Proprietorship #57883
Italy Bank #47,2557,806363640,80091D520,Corporation #31684
Brook Savings Bank,13354,80328DDC0,80026C100,Partnership #60280
Brazil Bank #55,248623,812375F50,8012A6460,Corporation #63398
Crytpo Bank #69,69521,81A0D0051,80050C700,Partnership #50309
Germany Bank #46,115212,80D13CED0,8008668A0,Corporation #32019
Japan Bank #46,23,8045AC350,800E50590,Corporation #20812
Finland Bank #1,16505,80912F450,800A2B680,Sole Proprietorship #31711
National Bank of Fairfield,220822,80A3D83D0,80058EA40,Sole Proprietorship #19001
Savings Bank of Providence,11770,800C435D0,800182E60,Sole Proprietorship #2142
Future Bank,349887,812219760,801007AF0,Corporation #2007
India Bank #1875,326134,809F633E0,800F941F0,Corporation #43964
City National Bank,21828,803286AE0,800EF9CA0,Corporation #10735
National Bank of Seattle,248265,812562C60,80077D3E0,Sole Proprietorship #48735
Mountain Bancorp,12204,80C1D1EE0,8001C91E0,Sole Proprietorship #68904
Crytpo Bank #71,270575,81A3ABF71,8015B10D0,Partnership #953
Crytpo Bank #10,69289,81B159C71,8015B10D0,Partnership #953
France Bank #172,14003,801719170,80093D660,Partnership #27438
Russia Bank #563,332455,80BEB9A80,80102C170,Corporation #66765
First Bank of Watertown,330573,80B176F80,800EB30C0,Corporation #730
Italy Bank #187,8884,8058B9300,8009C0E00,Sole Proprietorship #30266
Bank of Detroit,15640,8079C4500,80135EDE0,Corporation #3201
Mexico Bank #4,19,80EFAC080,80111F420,Sole Proprietorship #46349
Spain Bank #242,216269,807C4AF80,800B20F80,Partnership #30861
National Bank of Fairfield,1807,800E94E80,80018A4A0,Sole Proprietorship #2532
UK Bank #8,133159,80C8EDA90,8010620F0,Partnership #44296
Latvia Bank #605,212108,819B48F20,800A19860,Sole Proprietorship #30522
China Bank #85,110400,804356920,800DB5510,Sole Proprietorship #38348
